id,category_name,phrase
1250,Scenarios,51-Sodium-Hypo-tab
1251,Scenarios,52-Sulphide-tab
1252,Scenarios,53-Sulphite-LR-tab
1253,Scenarios,54-Sulphate-tab
1254,Scenarios,55-Sulphate-pow
1255,Scenarios,56-Hard-tot-LR-tab
1256,Scenarios,57-Hard-tot-HR-tab
1257,Scenarios,59-Turbidity
1258,Scenarios,62-Zinc-tab
1259,Scenarios,63-Bromine-liq
1260,Scenarios,64-Chlorin-Dio-liq
1261,Scenarios,65-DBNPA-liq
1262,Scenarios,66-Hydr-Per-LR-liq
1263,Scenarios,67-Iodine-liq
1264,Scenarios,68-Sodium-Hypo-liq
1265,Scenarios,69-Methylethyl-liq
1266,Scenarios,70-Erythorbic-Acid
1267,Scenarios,71-Carbohydra-liq
1268,Scenarios,72-Fluoride-liq
1269,Scenarios,78-Hard-Cal-tab
1270,Scenarios,79-COD-LR-pre
1271,Scenarios,80-COD-MR-pre
1272,Scenarios,81-Suspended-Sol
1273,Scenarios,82-DBNPA-tab
1274,Scenarios,83-QAC-tab
1275,Scenarios,85-Polyacryl-liq
1276,Scenarios,87-Phosphonate-liq
1277,Scenarios,88-Isothiazol-liq
1278,Scenarios,90-Nickel-HR-tab
1279,Scenarios,91-Tannic-acid-liq
1280,Scenarios,92-Ozone-liq
1281,Scenarios,93-Magnesium-tab
1282,Scenarios,94-chromium-tab
1283,Scenarios,95-Chloramines-tab
1284,Scenarios,96-Molybd-LR-tab
1285,Scenarios,97-Nitrite-HR-tab
1286,Scenarios,98-Phenol-tab
1287,Scenarios,100-Nickel-HR-liq
1288,Scenarios,101-Nitrite-HR-liq
1289,Scenarios,103-Chromium-liq
1290,Scenarios,105-Sulphite-HR-tab
1291,Scenarios,106-Chlorite-liq
1292,Scenarios,107-Colour
1293,Scenarios,108-Total-Oxid-liq
1294,Scenarios,109-DEWAN50-liq
1295,Scenarios,110-Phosphon-tab
1296,Scenarios,111-PTSA-Ad
1297,Scenarios,112-Turbidity-NTU
1298,Scenarios,113-Fluorescein-Ad
1299,Scenarios,114-Transm-420nm
1300,Scenarios,115-Transm-470nm
1301,Scenarios,116-Transm-520nm
1302,Scenarios,117-Transm-570nm
1303,Scenarios,118-Transm-620nm
1304,Scenarios,119-Transm-670nm
1305,Scenarios,120-Urea-tab-liq
1306,Scenarios,121-Alka-M-HR-tab
1307,Scenarios,122-ChlorineMR-tab
1308,Scenarios,124-Chloride-liq
1309,Scenarios,125-Acsam.28F-liq
1310,Scenarios,126-AcsamineDW-liq
1311,Scenarios,"127-Iron-MR-Fe-pow
"
1312,Scenarios,128-Bromine-pp
1313,Scenarios,129-Chlorine-pp
1314,Scenarios,130-Chl-Diox-pp
1315,Scenarios,132-Iron-tot-LR-pp
1316,Scenarios,134-Molybd-HR-pp
1317,Scenarios,139-Iodine-pp
1318,Scenarios,140-Sulphide-Ha
1319,Scenarios,141-Acsamine-liq
1320,Scenarios,147-Legionella-liq
1321,Scenarios,148-Hard-tot-liq
1322,Scenarios,149-Iron-Oil-liq
1323,Scenarios,150-UreaHR-tab-liq
1324,Scenarios,151-NitroTotLR-pre
1325,Scenarios,152-NitroTotHR-pre
1326,Scenarios,153-PsphrTotLR-tab
1327,Scenarios,154-PsphrTotHR-tab
1328,Scenarios,155-AmmoniaHR-pre
1329,Scenarios,156-Watch-Ad
1330,Scenarios,157-Tracer-Ad
1331,Scenarios,158-Cyanide-pow
1332,Scenarios,159-PTT-tab
1333,Scenarios,160-Hydrocarbons
1334,Scenarios,161-Manganese-VLR
1335,Scenarios,162-HydrPer-HR-tab
1336,Scenarios,163-Dis.Oxygen
1337,Scenarios,164-Peracetic-Acid-LR
1338,Scenarios,165-Peracetic-Acid-HR
1339,Scenarios,167-Chloride-in-MeOH
1340,Scenarios,168-BN-LUX
1341,Scenarios,300-Temperature
1342,Scenarios,301-Conductivity
1343,Scenarios,302-TDS
1344,Scenarios,303-flow-velocity
1345,Scenarios,304-Redox
1346,Scenarios,400-ColourTest-420
1347,Scenarios,401-ColourTest-470
1348,Scenarios,402-ColourTest-520
1349,Scenarios,403-ColourTest-570
1350,Scenarios,404-ColourTest-620
1351,Scenarios,421-Chlorine-Total
1352,Scenarios,422-Ozone
1353,Scenarios,423-Chlorine-Diox
1354,Scenarios,425-Act-Oxygen
1355,Scenarios,426-Bromine
1356,Scenarios,427-Hydr-Peroxide
1357,Scenarios,428-Chlorine-Free
1358,Scenarios,429-pH-PoolLab
1359,Scenarios,430-Total-Alkalinity
1360,Scenarios,431-Cyanuric-Acid
1361,Scenarios,432-Hydrogen-Peroxide-HR
1362,Scenarios,433-TotalHardness-HR
1363,Scenarios,434-Isothiazolinone
1364,Scenarios,435-Nitrite-LR
1365,Scenarios,436-Nitrate
1366,Scenarios,437-Phosphate
1367,Scenarios,438-Iron-LR
1368,Scenarios,439-Dissolved-Oxygen
1369,Scenarios,440-Ammonia
1370,Scenarios,441-Silica
1371,Scenarios,442-Copper
1372,Scenarios,443-Calcium-Hardness
1373,Scenarios,444-PL-Ozone-p.o.-Cl
1374,Scenarios,445-Magnesium
1375,Scenarios,446-Potassium
1376,Scenarios,447-pH-HR
1377,Scenarios,448-pH-LR
1378,Scenarios,449-pH-HR-saltwater
1379,Scenarios,450-pH-HR-seawater
1380,Scenarios,451-pH-LR-saltwater
1381,Scenarios,452-pH-LR-seawater
1382,Scenarios,453-pH-MR-saltwater
1383,Scenarios,454-pH-MR-seawater
1384,Scenarios,455-Total-Hardness
1385,Scenarios,456-pH-MR
1386,Scenarios,457-Iodine
1387,Scenarios,501-BaseNumber
1388,Scenarios,502-Iron-Oil-liq
1389,Phrases,Import old database
1390,Phrases,click to connect
1391,Phrases,get called on object with invalid key
1392,Phrases,set called on object with invalid key
1393,Phrases,error switching widget!
1394,Phrases,This should never happen
1395,Phrases,this feature is not supported
1396,Phrases,invalid packet
1397,Phrases,Water-i.d. GmbH
1398,Phrases,Database:
1399,Phrases,Firmware:
1400,Phrases,Calibration was performed:
1401,Phrases,Result:
1402,Phrases,Serial Number:
1403,Phrases,"We, the manufacturer of PrimeLab 1.0 Multitest Photometer, hereby confirm the successful user initiated self-calibration of the following device:"
1404,Phrases,CALIBRATION CONFIRMATION
1405,Phrases,Close
1406,Phrases,"Could not write to file:
"
1407,Phrases,Date
1408,Phrases,Date of Report:
1409,Phrases,Document Writer Exception
1410,Phrases,Default Logo
1411,Phrases,Microsoft Office importable Document (*.doc)
1412,Phrases,Microsoft Word 2003 Document (*.doc)
1413,Phrases,Dosage Recommendation
1414,Phrases,Error
1415,Phrases,The report must contain atleast one account with atleast one measurement.
1416,Phrases,Nothing to report
1417,Phrases,Image Files (*.png *.jpg *.bmp)
1418,Phrases,Measurement-Journal
1419,Phrases,Open Office Document (*.odf)
1420,Phrases,Operator
1421,Phrases,Parameter
1422,Phrases,Portable Document Format (*.pdf)
1423,Phrases,Test Base:
1424,Phrases,Report saved
1425,Phrases,"Report saved as:
"
1426,Phrases,The report could not be saved to disc. The system reports: %a
1427,Phrases,Saving report failed
1428,Phrases,Result
1429,Phrases,Save as .odf
1430,Phrases,Save as PDF
1431,Phrases,Save as Word Document
1432,Phrases,Save Report
1433,Phrases,Account:
1434,Phrases,Selected Account(s):
1435,Phrases,Selected Timeframe:
1436,Phrases,Select Image
1437,Phrases,S/N
1438,Phrases,Status
1439,Phrases,Time
1440,Phrases,Unit
1441,Phrases,Microsoft Excel 2003 XML (*.xml)
1442,Phrases,Account created.
1443,Phrases,Account created on PrimeLab.
1444,Phrases,Account Details
1445,Phrases,Account edited.
1446,Phrases,Account edited on PrimeLab.
1447,Phrases,* above fields are required (must not be empty)
1448,Phrases,Activate
1449,Phrases,Activate License
1450,Phrases,Activation failed
1451,Phrases,"Activation failed, key invalid!"
1452,Phrases,Activation successful!
1453,Phrases,Are you sure?
1454,Phrases,Battery too low
1455,Phrases,The PrimeLab's battery is too low. Please use fresh batteries or connect the A/C adaptor.
1456,Phrases,The calibration failed. Try to re-calibrate the device manually.
1457,Phrases,Calibration failed
1458,Phrases,Cancel
1459,Phrases,Canton
1460,Phrases,City
1461,Phrases,Cloud Setup
1462,Phrases,This will disable synchronization with the cloud and all local data will remain unchanged.
1463,Phrases,Email confirmation
1464,Phrases,The registration requires an email confirmation.
1465,Phrases,Login
1466,Phrases,Login successful
1467,Phrases,Your database is now linked to your cloud account.
1468,Phrases,Login failed
1469,Phrases,The provided email-address and password did not match or there is no user registered with this email.
1470,Phrases,No connection
1471,Phrases,"Could not connect to the cloud server, please try again later."
1472,Phrases,No internet
1473,Phrases,"Could not connect to the cloud server, please check your internet connection."
1474,Phrases,PrimeLab Cloud
1475,Phrases,Invalid Server response
1476,Phrases,Could not connect to the cloud server. Please check your are using the latest software version.
1477,Phrases,Proxy Error
1478,Phrases,Could not connect to the cloud server due to problems with the proxy connection.
1479,Phrases,Register
1480,Phrases,Registration successful
1481,Phrases,Your cloud account was created and your database is now linked to your cloud account.
1482,Phrases,Registration failed
1483,Phrases,Registration is disabled on this cloud server.
1484,Phrases,An account with this email address already exists.
1485,Phrases,Lost password
1486,Phrases,Select Server
1487,Phrases,Cloud Server:
1488,Phrases,Cloud Server Information
1489,Phrases,(your account)
1490,Phrases,Synchronizing...
1491,Phrases,Country
1492,Phrases,Customer ID
1493,Phrases,Database full
1494,Phrases,The PrimeLab's Database is full.
1495,Phrases,Account
1496,Phrases,Accounts and
1497,Phrases,Accounts exported
1498,Phrases,Accounts to PrimeLab?
1499,Phrases,%a Accounts were written on PrimeLab!
1500,Phrases,and all their measurement data from PrimeLab!
1501,Phrases,Are you sure? This will delete the Account and all measurements saved with this Account from the
1502,Phrases,Are you sure? This will delete the Measurement from the
1503,Phrases,Are you sure? This operation will permanently remove
1504,Phrases,Are you sure? This will delete
1505,Phrases,Can't delete
1506,Phrases,"Individual measurements cannot be deleted from the PrimeLab's database. Right click an account and select ""Delete Measures"" to delete all saved measurements of an account."
1507,Phrases,Check all
1508,Phrases,Check All
1509,Phrases,Collapse
1510,Phrases,Collapse All
1511,Phrases,"The connection to the PrimeLab device was lost. Reconnect, and try again."
1512,Phrases,Critical Error loading accounts
1513,Phrases,Database
1514,Phrases,Data Source
1515,Phrases,Delete
1516,Phrases,Delete checked
1517,Phrases,Delete measurements
1518,Phrases,Delete permanently?
1519,Phrases,Edit
1520,Phrases,Device Serial
1521,Phrases,save as Word .doc
1522,Phrases,Expand
1523,Phrases,Expand All
1524,Phrases,fatal exception deleting database account
1525,Phrases,fatal exception deleting database account: NOT FOUND
1526,Phrases,Filter by Account Data
1527,Phrases,Filter by scenario
1528,Phrases,Filter by Time
1529,Phrases,Forename
1530,Phrases,Hide empty Accounts
1531,Phrases,Hide Filter
1532,Phrases,Hide Over-/Underrange
1533,Phrases,Ideal Range
1534,Phrases,Local Database
1535,Phrases,Insert manual value
1536,Phrases,Measure
1537,Phrases,Measurement
1538,Phrases,Measurements.
1539,Phrases,"Measurements from the Database!
Measurements not directly selected will also be deleted if their account is deleted."
1540,Phrases,New
1541,Phrases,New Account
1542,Phrases,OK
1543,Phrases,Overrange
1544,Phrases,save as PDF
1545,Phrases,preview PDF
1546,Phrases,PrimeLab
1547,Phrases,Not enough space
1548,Phrases,The PrimeLab does not have sufficient memory to store the accounts. Currently there are %a of %b accounts saved on PrimeLab.
1549,Phrases,PrimeLab offline
1550,Phrases,Report
1551,Phrases,Selection
1552,Phrases,Showing
1553,Phrases,Show Filter
1554,Phrases,Sub-Parameter
1555,Phrases,Surname
1556,Phrases,Syncronize
1557,Phrases,Synchronize Accounts?
1558,Phrases,Test Range
1559,Phrases,This will delete all measurements saved with this account permanently. Are you sure?
1560,Phrases,Timespan invalid
1561,Phrases,The selected timespan is invalid.
1562,Phrases,Too High!
1563,Phrases,Too Low!
1564,Phrases,Uncheck all
1565,Phrases,Uncheck All
1566,Phrases,undefined selection state
1567,Phrases,Underrange
1568,Phrases,Value
1569,Phrases,Write To PrimeLab
1570,Phrases,save as excel-table
1571,Phrases,Database settings
1572,Phrases,The account you were trying to edit/delete/add measurements to was not found after re-synchronization with the cloud.
1573,Phrases,Account not found
1574,Phrases,Your current cloud password was changed and all synchronization has been disabled. Navigate to Cloud-settings and log back in to re-synchronize.
1575,Phrases,Cloud login failed
1576,Phrases,Connection to cloud server failed. Please check your internet connection and try again.
1577,Phrases,You do not have the required permission to edit or add accounts to this cloud's database.
1578,Phrases,Privilege too low
1579,Phrases,The application encountered a protocol error with the cloud server. Please make sure you are using the newest version and try again.
1580,Phrases,Protocol error
1581,Phrases,Connection to the proxy failed. Please check your proxy and internet connection and try again.
1582,Phrases,Proxy error
1583,Phrases,Connection to cloud server failed. The cloud server appears to be offline. Please try again in a few minutes.
1584,Phrases,Cloud server offline
1585,Phrases,This shared database is no longer available to you. Your computer's database was reset to your own cloud database.
1586,Phrases,Shared user error
1587,Phrases,Manual
1588,Phrases,Disable Cloud
1589,Phrases,decrease
1590,Phrases,No water-source set up for this account.
1591,Phrases,No water-source
1592,Phrases,Cannot give a dosage recommendation for result values out of range.
1593,Phrases,Value out of range
1594,Phrases,Parameter Group
1595,Phrases,increase
1596,Phrases,No chemicals found to %a this parameter. Navigate to Chemicals to create one.
1597,Phrases,No chemicals found
1598,Phrases,Water-source size
1599,Phrases,The preview file could not be written. Please make sure the system has enough disc space.
1600,Phrases,Previewing Dosage Recommendation failed
1601,Phrases,Preview
1602,Phrases,Selected Parameter:
1603,Phrases,Amount:
1604,Phrases,Chemical Name:
1605,Phrases,Target Value:
1606,Phrases,Saving Dosage Recommendation failed
1607,Phrases,Save Dosage Recommendation
1608,Phrases,Target Value
1609,Phrases,Dosage recommendation
1610,Phrases,g
1611,Phrases,kg
1612,Phrases,l
1613,Phrases,µg
1614,Phrases,µl
1615,Phrases,mg
1616,Phrases,ml
1617,Phrases,pcs
1618,Phrases,Editing Account failed
1619,Phrases,Email
1620,Phrases,Enter activation-code
1621,Phrases,Fax
1622,Phrases,Portable
1623,Phrases,For all users
1624,Phrases,Target location: _1
1625,Phrases,Only for myself
1626,Phrases,Do you want to create the database for all users on this computer or only yourself?
1627,Phrases,Continue
1628,Phrases,Database Setup
1629,Phrases,"A database at the specified location already exists, please choose another location"
1630,Phrases,File already exists
1631,Phrases,"Cannot create database at specified location. The operating system reports:
%a"
1632,Phrases,The file location cannot be written. Check if you have the required permissions.
1633,Phrases,Cannot create file
1634,Phrases,Finish
1635,Phrases,"A 'PrimeLab Desktop Assistant' database file was found at:

	_1

Do you wish to import it?"
1636,Phrases,First time setup
1637,Phrases,It seems that this is the first time you run this Application. Only a few steps are required to get started.
1638,Phrases,Welcome to PrimeLab Desktop Assistant 2.0
1639,Phrases,Cloud Configuration
1640,Phrases,Parameter and Measurement Information
1641,Phrases,Parameter Overview
1642,Phrases,PrimeLab Manual
1643,Phrases,error switching widget: no such fragment
1644,Phrases,fragmentmanager reinitialization
1645,Phrases,Update available
1646,Phrases,An update is available! Do want to you to update the application now?
1647,Phrases,Parameters
1648,Phrases,Connecting...
1649,Phrases,Connecting to
1650,Phrases,Connect Primelab
1651,Phrases,Delete imported measurements from Primelab?
1652,Phrases,Error: Calibration failed!
1653,Phrases,The device could not be calibrated automatically. Please recalibrate the device manually by using the onboard controls.
1654,Phrases,Error: connection lost!
1655,Phrases,Please make sure the Primelab device is in range and its batteries are charged.
1656,Phrases,Error: invalid response!
1657,Phrases,The device does not appear to be a PrimeLab! Make sure to connect to the correct address.
1658,Phrases,Import
1659,Phrases,Invalid MsgBox response!
1660,Phrases,new Accounts and
1661,Phrases,new Measurements?
1662,Phrases,Primelab device state invalid!
1663,Phrases,Remote Control
1664,Phrases,Setup
1665,Phrases,Chemicals
1666,Phrases,PrimeLab Desktop Assistant 2.0
1667,Phrases,Database version:
1668,Phrases,Software version: 
1669,Phrases,Information missing
1670,Phrases,"Please fill out at least forename, surename, street, city and zip-code!"
1671,Phrases,Information entered are not compatible with PrimeLab.
1672,Phrases,Cloud Server
1673,Phrases,Disabled
1674,Phrases,Signed in
1675,Phrases,Update Server
1676,Phrases,Online
1677,Phrases,working...
1678,Phrases,No
1679,Phrases,Unknown
1680,Phrases,Yes
1681,Phrases,Last synchronization:
1682,Phrases,Accounts
1683,Phrases,Connect PrimeLab
1684,Phrases,More Information
1685,Phrases,PrimeLab connected
1686,Phrases,Settings
1687,Phrases,Selected Account
1688,Phrases,Select Subparameter
1689,Phrases,Valid Range
1690,Phrases,Save
1691,Phrases,Measurement saved
1692,Phrases,Select method
1693,Phrases,Enter manual result
1694,Phrases,Enter Value
1695,Phrases,Measurements saved:
1696,Phrases,Comment
1697,Phrases,Device S/N
1698,Phrases,Result Status
1699,Phrases,Result Value
1700,Phrases,Method
1701,Phrases,Last changed
1702,Phrases,Time Taken
1703,Phrases,Measurement Result
1704,Phrases,Memory Full
1705,Phrases,"The PrimeLab's memory is too full. Delete another account first, then try again."
1706,Phrases,Notes
1707,Phrases,Email Address
1708,Phrases,Email Address/Password must not be empty.
1709,Phrases,Password
1710,Phrases,Passwords didnt match.
1711,Phrases,Password (repeat)
1712,Phrases,Sync local data
1713,Phrases,Request
1714,Phrases,Fold all
1715,Phrases,Search:
1716,Phrases,Show only activated parameters
1717,Phrases,Unfold all
1718,Phrases,Phone 1
1719,Phrases,Phone 2
1720,Phrases,A/C
1721,Phrases,Accounts on PrimeLab
1722,Phrases,Activate Parameter
1723,Phrases,Battery Status
1724,Phrases,Your PrimeLab Device
1725,Phrases,Calibration completed
1726,Phrases,Change name
1727,Phrases,Clear database
1728,Phrases,Delete all accounts and measurements from Primelab?
1729,Phrases,Delete all configurations and do a factory reset?
1730,Phrases,Delete all measurements from Primelab?
1731,Phrases,Disconnect
1732,Phrases,Enter a new name
1733,Phrases,Factory reset
1734,Phrases,Synchronize
1735,Phrases,Parameter successfully activated!
1736,Phrases,Parameter activated!
1737,Phrases,Measurement Memory
1738,Phrases,Parameters activated
1739,Phrases,Calibrate PrimeLab
1740,Phrases,Calibration
1741,Phrases,Remove the cuvette from the PrimeLab and press OK to calibrate.
1742,Phrases,Rename Primelab
1743,Phrases,The device was successfully calibrated.
1744,Phrases,Update PrimeLab
1745,Phrases,Version
1746,Phrases,Scan
1747,Phrases,Scan again
1748,Phrases,Scan for PrimeLab devices
1749,Phrases,Scan in Progress...
1750,Phrases,No PrimeLabs found
1751,Phrases,"Depending on your hardware, a full scan takes from 5 to 30 seconds"
1752,Phrases,Bat:
1753,Phrases,Bat: A/C
1754,Phrases,Mem:
1755,Phrases,Water-Source-Notes
1756,Phrases,Water-Source-Size m³
1757,Phrases,PrimeLab disconnected
1758,Phrases,"The connection to the PrimeLab was lost! Reconnect, and try again."
1759,Phrases,Anonymous
1760,Phrases,Login Name
1761,Phrases,No Proxy
1762,Phrases,Port
1763,Phrases,Proxy configuration
1764,Phrases,Proxy Server
1765,Phrases,SOCKSv4a
1766,Phrases,SOCKSv5
1767,Phrases,System Proxy
1768,Phrases,Validate
1769,Phrases,Reagents required:
1770,Phrases,Check for updates
1771,Phrases,"PrimeLab's Battery is too low to do a measurement now.
Please use fresh batteries or connect the A/C adaptor."
1772,Phrases,Cancel Measurement
1773,Phrases,The Bluetooth connection to the PrimeLab was lost.
1774,Phrases,Discard
1775,Phrases,"An unexpected error occured! If this error persists, please submit it to the developer at primelab@420nm.org."
1776,Phrases,Too high
1777,Phrases,Parameter:
1778,Phrases,Parameter Value:
1779,Phrases,Remove the cuvette from the PrimeLab and place the light protection on the device.
1780,Phrases,"The calibration was successful. Re-insert the cuvette with your sample, then click OK to continue the measurement."
1781,Phrases,Calibration complete
1782,Phrases,Calibration invalid
1783,Phrases,PrimeLab needs to be calibrated to continue. Calibrate PrimeLab now?
1784,Phrases,Return
1785,Phrases,Reuse last Zero?
1786,Phrases,"The result could not be saved, if this errors persists please contact the developer at primelab@420nm.org"
1787,Phrases,Failed to Save
1788,Phrases,Parameter-ID Invalid
1789,Phrases,seconds
1790,Phrases,Skip
1791,Phrases,Test
1792,Phrases,Time Left:
1793,Phrases,too low
1794,Phrases,Wait until the reagent has fully reacted
1795,Phrases,Zero
1796,Phrases,Error: Account not found
1797,Phrases,Edit result
1798,Phrases,Change value to:
1799,Phrases,Edit Result
1800,Phrases,Enter comment (max 250 chars)
1801,Phrases,not set
1802,Phrases,never
1803,Phrases,---
1804,Phrases,Primelab Device
1805,Phrases,Error: Parameter not found
1806,Phrases,Error: Method/Parameter not found
1807,Phrases,Set comment
1808,Phrases,Connected to:
1809,Phrases,Ideal Range (Min/Max):
1810,Phrases,Insert manual result
1811,Phrases,Invalid limits
1812,Phrases,Please enter a valid ideal range!
1813,Phrases,New Measurement
1814,Phrases,none
1815,Phrases,not connected
1816,Phrases,Parameter not activated
1817,Phrases,Selected parameter is not activated on this PrimeLab.
1818,Phrases,Selected Account:
1819,Phrases,Selected Method:
1820,Phrases,Start Measurement
1821,Phrases,Ideal Range set successfully.
1822,Phrases,Ideal Range Set
1823,Phrases,Please enter a valid email address.
1824,Phrases,Email invalid
1825,Phrases,Email Address:
1826,Phrases,First Name:
1827,Phrases,Last Name:
1828,Phrases,Please fill out all fields to continue.
1829,Phrases,Missing information
1830,Phrases,Your request has been submitted. We will contact you as soon as possible.
1831,Phrases,Request submitted
1832,Phrases,Please fill out this form and we will get back to you by email as soon as possible.
1833,Phrases,Request activation-code
1834,Phrases,Select
1835,Phrases,Software Settings
1836,Phrases,Start
1837,Phrases,Street
1838,Phrases,Add measurements
1839,Phrases,Full access
1840,Phrases,Read only
1841,Phrases,Remove Access
1842,Phrases,Share data
1843,Phrases,Share data with other cloud account
1844,Phrases,Add new Share
1845,Phrases,Full Access
1846,Phrases,Granted access to other cloud accounts
1847,Phrases,Create Measurements
1848,Phrases,No Access
1849,Phrases,Read Access
1850,Phrases,Selected
1851,Phrases,Supervisor Settings
1852,Phrases,You have access to
1853,Phrases,Synchronizing with cloud....
1854,Phrases,Test Range:
1855,Phrases,A network error caused the update to fail.
1856,Phrases,The Software will restart now.
1857,Phrases,Download finished
1858,Phrases,Update failed
1859,Phrases,Software Update
1860,Phrases,Installation failed with errorcode _1.
1861,Phrases,Download in progress...
1862,Phrases,Username:
1863,Phrases,error
1864,Phrases,-
1865,Phrases,available
1866,Phrases,Firmware
1867,Phrases,installed
1868,Phrases,Software
1869,Phrases,Database version
1870,Phrases,Software version
1871,Phrases,Add new
1872,Phrases,Water treatment chemicals
1873,Phrases,Collapse all
1874,Phrases,Effect
1875,Phrases,Expand all
1876,Phrases,Group
1877,Phrases,Name
1878,Phrases,Type
1879,Phrases,Amount
1880,Phrases,"You have unsaved changes, are you sure you want to close without saving?"
1881,Phrases,Unsaved changes
1882,Phrases,The chemical name must not be empty.
1883,Phrases,Field invalid
1884,Phrases,Chemical Name
1885,Phrases,my chemical
1886,Phrases,%amount %userunit change the parameter by:
1887,Phrases,Edit water treatment chemicals
1888,Phrases,Add water treatment chemicals
1889,Phrases,Liquid
1890,Phrases,Other
1891,Phrases,Tablet
1892,Phrases,Powder
1893,Phrases,Are you sure? This will delete the product from your database.
1894,Phrases,Delete product
1895,Phrases,Edit product
1896,Phrases,ZIP Code
1897,Phrases,Shared user not found
1898,Phrases,No user is registered with the specified email-address.
1899,Phrases,Database Settings
1900,Phrases,Please enter a valid email-address.
1901,Phrases,Name changed
1902,Phrases,The PrimeLab was renamed to: %a
1903,Phrases,The entered license key was not accepted by the primelab device. Please enter the code exactly as provided (preserve the letter case!!).
1904,Phrases,Firmware Database
1905,Phrases,Software Database
1906,Phrases,Error in Proxy configuration
1907,Phrases,Server address must not be empty!
1908,Phrases,Port invalid.
1909,Phrases,Username and password must not be empty.
1910,Phrases,RSI / PSI Index
1911,Phrases,choose
1912,Phrases,Temperature (°C)
1913,Phrases,pH Value
1914,Phrases,Alkalinity (CaCO3 ppm)
1915,Phrases,Hardness (Ca2+ ppm)
1916,Phrases,Total dissolved solids
1917,Phrases,Application Language
1918,Phrases,Operator Name
1919,Phrases,Input error
1920,Phrases,Operator Name must not be empty.
1921,Phrases,Data Shared
1922,Phrases,You have shared your database with another user.
1923,Phrases,Cloud synchronization in progress
1924,Phrases,Connecting to cloud server...
1925,Phrases,%a bytes transferred (%b KiB/s)
1926,Phrases,Cannot read file
1927,Phrases,The specified file cannot be read.
1928,Phrases,LSI/RSI Test Selection
1929,Phrases,Cancel selection
1930,Phrases,CSV Import
1931,Phrases,Showing %a Accounts and %b Measurements.
1932,Phrases,Select File to import
1933,Phrases,Import complete
1934,Phrases,The CSV file was successfully imported.
1935,Phrases,more Information
1936,Phrases,parameters-reagents.html
1937,Phrases,Right or double-click a test-result to use it in the RSI/LSI calculation
1938,Phrases,Backup failed
1939,Phrases,Cannot remove old database file from file system.
1940,Phrases,Creating temporary backup failed. Make sure you have enough disc space available and have the required permissions to write at the database location.
1941,Phrases,Request failed
1942,Phrases,"Your request could not be submitted. If this error persists, please contact us at info@water-id.com."
1943,Phrases,Setting the Ideal Range failed. Make sure the batteries are above 15% and the device is in range of your computer.
1944,Phrases,Database Backup
1945,Phrases,Restore from Backup
1946,Phrases,Restore Database Backup
1947,Phrases,This operation will overwrite your current database and replace it with your backup file!
1948,Phrases,Database successfully restored. The application will now restart.
1949,Phrases,Create Database Backup
1950,Phrases,Database backup failed! Make sure you have enough disc space available and have the required permissions to write at the target location.
1951,Phrases,Restart required
1952,Phrases,Create new Backup
1953,Phrases,Database backup saved to: %a
1954,Phrases,Legal Notice
1955,Phrases,"This recommendation is based upon measurements done by the customer and customer-specified water-treatment-products. The author of this software, 420nm UG, and Water-I.D. have no control over the data used and thus explicitly disclaim any warranty on the accuracy and correctness of this recommendation."
1956,Phrases,Turbidity Adapter
1957,Phrases,PTSA Adapter
1958,Phrases,Remove the cuvette from the chamber and carefully clean the measurement chamber with a dry cloth.
1959,Phrases,Make sure the batteries of the PrimeLab are charged.
1960,Phrases,Place the light protector on the chamber.
1961,Phrases,"Press ""Calibrate"" to calibrate the device."
1962,Phrases,Make sure the batteries of both the adapter and the PrimeLab are charged.
1963,Phrases,Place the adapter on the chamber.
1964,Phrases,The calibration was completed. Do you wish to save a certificate of this calibration?
1965,Phrases,Calibration certificate
1966,Phrases,The calibration failed. Please make sure the batteries are charged and the device is in range of this computer.
1967,Phrases,Measurement complete
1968,Phrases,Too Low
1969,Phrases,Too High
1970,Phrases,Saved
1971,Phrases,No data found
1972,Phrases,No valid data available for the selected account. You can either add results manually by rightclicking an account or you can enter the parameter value directly.
1973,Phrases,"Your data is being synchronized, please wait..."
1974,Phrases,Calibrate now
1975,Phrases,Are you sure? This will delete the Account and all measurements saved with this Account from the database!
1976,Phrases,Are you sure? This will delete the measurement(s) from the database!
1977,Phrases,PrimeLab device update
1978,Phrases,Preparing to update
1979,Phrases,Updating Firmware
1980,Phrases,Updating Database
1981,Phrases,Your PrimeLab is restarting
1982,Phrases,Update complete
1983,Phrases,Update failed!
1984,Phrases,The connection to the PrimeLab was lost and could not be recovered. Check the PrimeLab's batteries and restart the update.
1985,Phrases,"Could not read updates from your local hard drive. If this error persists, try reinstalling the application."
1986,Phrases,Could not create database update. Check for software updates and try again.
1987,Phrases,"The PrimeLab reported an unexpected error (%a). If this error persists, please contact the developer at support@420nm.net."
1988,Phrases,"Battery too low. The PrimeLab's batteries must be at least 30%. Alternatively, you can connect the A/C adapter."
1989,Phrases,The application must be restarted for the changes to take effect. Restart now?
1990,Phrases,manual
1991,Phrases,Convert
1992,Phrases,PrimeLab Calibration
1993,Phrases,Select calibration type
1994,Phrases,"Depending on the size of your database, this process may take a few minutes to complete."
1995,Phrases,Checking for updates...
1996,Phrases,STA Synchronization
1997,Phrases,Press the button below to synchronize the PrimeLab's data to your server.
1998,Phrases,Synchronization failed
